area_type,availability,BHK,society,total_sqft,bath,balcony,price,site_location
Super built-up  Area,1,3,Lancy R,1530,3,3,61.2,Nana Peth
Super built-up  Area,0,3,0,1708,2,1,90.5,Narayan Peth
Super built-up  Area,1,2,Saeina ,975,2,1,43,Narayangaon
Built-up  Area,1,2,0,750,2,1,25,Navi Peth
Super built-up  Area,0,3,DNionfl,1920,3,2,130,Parvati Darshan
Super built-up  Area,0,2,Bhe 2ko,1183,2,1,58.56,Paud Road
Super built-up  Area,1,3,Inasy E,1550,2,2,65,Prabhat Road
Super built-up  Area,1,2,Frides ,1110,2,3,53,Pune Railway Station
Super built-up  Area,1,2,SLireap,1105,2,1,38.67,Raviwar Peth
Plot  Area,1,3,0,1800,3,2,68,Sadashiv Peth
Super built-up  Area,1,5,0,2800,4,2,200,Sahakar Nagar
Super built-up  Area,0,2,0,1000,2,2,29.9,Salunke Vihar
Built-up  Area,1,2,0,1190,2,2,68,Sasson Road
Plot  Area,1,4,0,1350,4,1,200,Satara Road
Super built-up  Area,0,4,SNontle,3067,4,2,230,Senapati Bapat Road
Super built-up  Area,0,3,PualeSk,1929,4,1,103,Shaniwar Peth
Built-up  Area,1,3,SVyam N,1525,3,1,100,Shivaji Nagar
Super built-up  Area,1,3,Ceste C,1775,3,3,110,Shukrawar Peth
Built-up  Area,1,2,Koestpt,1125,2,1,63,Sinhagad Road
Super built-up  Area,1,2,0,900,2,2,42,Somwar Peth
Super built-up  Area,0,2,0,1155,2,1,58,Swargate
Super built-up  Area,1,2,Skacak ,1268,2,1,73,Uruli Devachi
Built-up  Area,1,3,SVstos ,1500,3,2,88,Vadgaon Budruk
Super built-up  Area,0,1,Prarkun,630,1,1,47,Wadgaon Sheri
Super built-up  Area,1,3,Paoliy ,1525,3,2,65,Viman Nagar
Super built-up  Area,1,2,Mebhaee,1060,2,2,48,Vishrant Wadi
Super built-up  Area,1,3,Soiewre,1687,3,3,127,Wagholi
Super built-up  Area,1,3,Soitya ,1847,3,2,123,Wakadewadi
Super built-up  Area,1,3,Dhalsh ,1410,2,3,53,Wanowrie
Super built-up  Area,1,2,SrncyRe,1075,2,1,42.99,Warje
Super built-up  Area,1,4,PhestOn,3526,4,0,492,Yerawada
Built-up  Area,1,3,0,3000,3,0,338,Alandi Road
Built-up  Area,0,3,0,1500,2,1,143,Ambegaon Budruk
Built-up  Area,1,2,Sioma A,1010,2,2,46,Anandnagar
Super built-up  Area,0,3,SNnia E,1875,3,3,110,Aundh
Super built-up  Area,0,2,GolusLi,983,2,1,50.6,Balaji Nagar
Super built-up  Area,1,2,0,1101,2,2,65,Baner
Super built-up  Area,1,2,DubowRa,1140,2,1,76,Baner road
Super built-up  Area,1,2,Adeatlm,1215,2,2,110,Bhandarkar Road
Super built-up  Area,1,2,0,1007,2,3,42,Bhavani Peth
Super built-up  Area,1,3,SoderLa,2039,3,2,168,Bibvewadi
Built-up  Area,1,3,0,1020,3,2,110,Bopodi
Super built-up  Area,1,2,0,1198,2,1,84,Budhwar Peth
Built-up  Area,1,4,0,4000,4,1,520,Bund Garden Road
Plot  Area,1,4,0,1470,4,2,34.5,Camp
Built-up  Area,1,2,0,1370,2,2,75,Chandan Nagar
Super built-up  Area,1,2,0,1316,2,3,55.5,Dapodi
Super built-up  Area,1,3,Foity S,1350,3,1,55.5,Deccan Gymkhana
Super built-up  Area,0,2,0,1050,2,1,43,Dehu Road
Super built-up  Area,1,2,PrwarSa,921,2,1,34,Dhayari Phata
Super built-up  Area,1,2,Rasom B,1010,2,1,49.27,Dhole Patil Road
Super built-up  Area,0,2,MCnexva,1015,2,1,43,Erandwane
Plot  Area,1,3,0,1200,2,0,66.5,Fatima Nagar
Built-up  Area,1,2,RothaVa,1179,2,1,75,Fergusson College Road
Built-up  Area,1,4,0,1850,4,2,86,Ganesh Peth
Super built-up  Area,1,2,Prarkhi,870,2,1,24,Ganeshkhind
Super built-up  Area,1,3,0,1605,3,2,85,Ghorpade Peth
Plot  Area,1,4,0,2800,4,2,89,Ghorpadi
Super built-up  Area,1,3,Sariaat,2475,4,3,320,Gokhale Nagar
Plot  Area,1,6,0,2400,7,2,110,Guruwar peth
Super built-up  Area,1,2,Gintsar,1000,1,1,55,Hadapsar
Plot  Area,1,2,0,1200,2,0,80,Hadapsar Industrial Estate
Plot  Area,1,2,0,1200,2,2,125,Hingne Khurd
Plot  Area,0,2,Daden G,1200,2,1,66,Jangali Maharaj Road
Built-up  Area,1,2,0,1200,2,2,50,Kalyani Nagar
Super built-up  Area,1,2,Shateor,1255,2,1,57.5,Karve Nagar
Super built-up  Area,1,2,Collsrn,1085,2,2,30.38,Karve Road
Super built-up  Area,0,3,Soazak ,1592,3,0,125,Kasba Peth
Super built-up  Area,0,2,0,1313,2,1,58.27,Katraj
Super built-up  Area,0,3,Sourtal,1934,3,2,150,Khadaki
Super built-up  Area,1,2,Sancyi ,1200,2,1,49.5,Khadki
Super built-up  Area,1,6,PoetyHo,3600,6,2,120,Kharadi
Super built-up  Area,0,2,SheldGr,935,2,1,45,Kondhwa
Built-up  Area,1,2,Vaodspe,877,2,2,30,Kondhwa Budruk
Super built-up  Area,1,2,GMentAp,936,2,2,42,Kondhwa Khurd
Super built-up  Area,1,3,0,1470,2,2,110,Koregaon Park
Built-up  Area,1,1,0,1050,1,1,70,Kothrud
Super built-up  Area,0,2,Puachal,1232,2,0,69.61,Law College Road
Super built-up  Area,1,3,SoechHa,2225,4,2,169,Laxmi Road
Plot  Area,1,3,0,1200,2,0,80,Lulla Nagar
Super built-up  Area,1,3,Sooneoo,1901,3,2,119,Mahatma Gandhi Road
Super built-up  Area,0,3,Klark L,1819,3,2,100,Mangalwar peth
Super built-up  Area,1,3,0,1464,3,2,56,Manik Bagh
Built-up  Area,1,4,ImiteEl,5000,4,3,290,Mukund Nagar
Super built-up  Area,1,2,0,1256,2,1,60,Nagar Road
Super built-up  Area,1,2,0,1100,2,2,44,Nana Peth
Plot  Area,1,4,0,4800,3,3,302,Narayan Peth
Super built-up  Area,1,3,0,1435,3,3,70,Narayangaon
Super built-up  Area,1,4,0,3245,4,0,250,Navi Peth
Super built-up  Area,1,3,Ceiti I,1845,4,1,110,Padmavati
Plot  Area,1,3,0,2400,4,1,130,Parvati Darshan
Super built-up  Area,1,2,NRosete,1140,2,2,46,Pashan
Super built-up  Area,0,2,0,1200,2,0,60,Paud Road
Super built-up  Area,0,3,Sodgere,2254,3,2,170,Pirangut
Super built-up  Area,1,3,Asareur,1750,3,2,150,Prabhat Road
Built-up  Area,1,2,Caiseha,1020,2,1,37,Pune Railway Station
Built-up  Area,1,1,0,515,1,1,25,Rasta Peth
Super built-up  Area,1,3,Soiewre,1893,3,2,140,Raviwar Peth
Super built-up  Area,1,3,Pricae ,3025,3,0,500,Sadashiv Peth
Built-up  Area,1,2,0,830,2,0,34,Sahakar Nagar
Super built-up  Area,1,3,Prityel,1075,2,1,90,Sasson Road
Plot  Area,1,4,0,3200,4,2,1200,Satara Road
Super built-up  Area,1,2,HMonymp,1200,2,1,78,Senapati Bapat Road
Super built-up  Area,0,2,Brareio,1233,2,2,77.65,Shaniwar Peth
Super built-up  Area,1,2,SNity S,1255,2,2,65.26,Shivaji Nagar
Super built-up  Area,1,2,0,1200,2,2,37.8,Shukrawar Peth
Super built-up  Area,1,3,0,2145,3,2,175,Sinhagad Road
Built-up  Area,1,2,0,740,2,1,34,Swargate
Super built-up  Area,1,3,0,1250,3,3,48,Tilak Road
Super built-up  Area,1,2,0,1210,2,2,40,Uruli Devachi
Super built-up  Area,1,3,Shthi S,1525,2,2,60,Vadgaon Budruk
Built-up  Area,1,1,0,540,1,0,36,Wadgaon Sheri
Super built-up  Area,1,3,Sahtsva,1240,2,1,84,Viman Nagar
Super built-up  Area,1,3,Mayne A,1245,2,1,68,Vishrant Wadi
Plot  Area,1,3,0,1865,3,3,350,Wagholi
Super built-up  Area,1,3,Prityel,1075,2,1,35.99,Wanowrie
Built-up  Area,0,2,0,2200,2,1,55,Warje
Super built-up  Area,1,2,SrireSo,1155,2,1,60,Yerawada
Super built-up  Area,1,2,Mavelr ,1520,2,3,62,Alandi Road
Super built-up  Area,1,4,Prtanha,3122,6,2,245,Ambegaon Budruk
Super built-up  Area,1,2,Prncyrn,1290,2,1,85,Anandnagar
Built-up  Area,1,3,0,2300,3,0,80,Aundh
Built-up  Area,1,4,0,3000,4,0,200,Aundh Road
Super built-up  Area,1,3,0,1340,2,3,53.6,Baner road
Super built-up  Area,1,2,SrntsRV,900,2,1,95,Bhandarkar Road
Super built-up  Area,1,2,Koagati,987,2,1,49,Bibvewadi
Super built-up  Area,1,3,Brglede,1720,3,2,100,Bopodi
Super built-up  Area,1,2,Ratlet ,1040,2,1,50,Budhwar Peth
Built-up  Area,1,2,0,900,2,0,64,Bund Garden Road
Built-up  Area,1,2,Neess P,1030,2,1,50,Camp
Super built-up  Area,1,3,GeereEc,2556,3,2,133,Chandan Nagar
Super built-up  Area,1,3,KuisePa,1850,3,1,168,Dapodi
Super built-up  Area,0,2,0,1028,2,1,31.86,Dehu Road
Super built-up  Area,1,2,BriumMi,1270,2,1,83,Dhankawadi
Built-up  Area,0,3,0,1655,3,1,115,Dhayari Phata
Built-up  Area,1,2,0,940,2,1,40,Dhole Patil Road
Super built-up  Area,1,2,IBictnd,1050,2,2,85,Erandwane
Super built-up  Area,0,2,Aaniaa ,946,2,1,38,Fergusson College Road
Built-up  Area,1,3,VeSkyva,1726,3,3,145,Ganesh Peth
Super built-up  Area,1,3,Sowerew,2121,4,3,253,Ganeshkhind
Super built-up  Area,1,2,Prlla C,1404,2,1,75,Ghorpade Peth
Super built-up  Area,1,3,0,1525,2,2,48,Ghorpadi
Super built-up  Area,1,2,Vaens G,1025,2,2,57,Gokhale Nagar
Built-up  Area,1,2,0,860,1,1,43,Guruwar peth
Super built-up  Area,1,3,0,1223,2,1,42.81,Hadapsar
Super built-up  Area,1,4,AnialPa,3750,3,0,550,Hadapsar Industrial Estate
Super built-up  Area,1,2,0,1197,2,1,47.8,Hingne Khurd
Super built-up  Area,1,2,0,1150,2,1,52.75,Jangali Maharaj Road
Built-up  Area,1,4,Diaste ,4800,5,3,629,Kalyani Nagar
Super built-up  Area,1,2,Dhows M,1040,2,2,46,Karve Nagar
Super built-up  Area,0,2,Bregae ,1310,2,2,80,Karve Road
Super built-up  Area,1,3,Baveles,1788,3,2,98.34,Kasba Peth
Super built-up  Area,1,2,GrrvaGr,1144,2,2,38.55,Katraj
Super built-up  Area,0,2,0,1070,2,2,39,Khadaki
Super built-up  Area,1,2,0,1200,2,2,70,Khadki
Super built-up  Area,1,3,0,1862,3,2,120,Kharadi
Plot  Area,1,2,0,1200,2,1,58.5,Kondhwa
Super built-up  Area,1,2,0,970,2,2,27,Kondhwa Budruk
Super built-up  Area,0,3,Oca 2 V,1646,3,2,79.5,Kondhwa Khurd
Super built-up  Area,1,4,Klark L,4395,4,2,242,Koregaon Park
Super built-up  Area,0,3,DNionfl,1995,3,2,135,Law College Road
Plot  Area,1,4,0,2400,4,2,450,Laxmi Road
Super built-up  Area,0,2,Maunt M,1085,2,1,47.74,Lulla Nagar
Super built-up  Area,1,2,PrityTr,1139,2,2,56.8,Mahatma Gandhi Road
Super built-up  Area,1,2,0,1092,2,2,44,Mangalwar peth
Super built-up  Area,1,3,MaidoPl,1767,3,2,98,Manik Bagh
Built-up  Area,1,3,0,1700,3,0,80,Market yard
Super built-up  Area,1,3,Maonsrn,1692,3,2,88,Model colony
Built-up  Area,1,3,0,1645,3,3,100,Mukund Nagar
Super built-up  Area,1,3,Aklia R,1345,2,1,57,Mundhawa
Super built-up  Area,1,2,Krtiqa ,1100,2,1,60,Nagar Road
Super built-up  Area,1,3,Mauner ,1408,3,3,62,Nana Peth
Plot  Area,1,4,0,2400,4,1,240,Narayan Peth
Plot  Area,1,4,0,1920,4,2,200,Narayangaon
Plot  Area,1,5,LGDewke,6040,4,0,170,Navi Peth
Super built-up  Area,1,3,Prtanha,2072,4,2,150,Padmavati
Super built-up  Area,1,2,Maens G,1420,2,1,158,Parvati Darshan
Plot  Area,1,3,0,2040,3,2,137,Pashan
Super built-up  Area,1,3,0,1220,3,2,56,Paud Road
Super built-up  Area,1,2,0,1300,2,1,79,Prabhat Road
Super built-up  Area,0,2,0,1150,2,2,39,Pune Railway Station
Super built-up  Area,1,2,0,1470,2,2,86,Rasta Peth
Super built-up  Area,0,2,SStusan,1063,2,1,31.9,Raviwar Peth
Super built-up  Area,1,2,0,1311,2,2,48,Sadashiv Peth
Super built-up  Area,1,4,0,3500,4,3,350,Sahakar Nagar
Super built-up  Area,1,3,0,1400,2,2,55,Sasson Road
Built-up  Area,0,2,0,2200,2,0,62,Satara Road
Super built-up  Area,1,3,MenueNo,1430,2,2,56,Senapati Bapat Road
Built-up  Area,1,2,0,1060,2,2,55,Shaniwar Peth
Built-up  Area,1,3,0,1000,2,0,110,Shivaji Nagar
Super built-up  Area,1,3,Saitya ,1760,3,2,145,Shukrawar Peth
Super built-up  Area,1,3,Suent V,2010,3,3,92,Sinhagad Road
Super built-up  Area,1,3,Wiowsri,1480,2,2,64.23,Somwar Peth
Super built-up  Area,0,3,0,1230,2,2,43.5,Swargate
Super built-up  Area,1,3,0,1300,3,3,65,Tilak Road
Super built-up  Area,1,4,Meentan,4850,6,2,385,Vadgaon Budruk
Super built-up  Area,1,2,GRe 2iv,1100,2,1,52,Wadgaon Sheri
Super built-up  Area,1,3,SosicCl,1752.12,3,2,116,Viman Nagar
Super built-up  Area,1,2,0,957,2,1,46.9,Vishrant Wadi
Built-up  Area,1,3,PlhtsHe,1942,3,2,102,Wakadewadi
Built-up  Area,1,2,Swhtsna,1000,2,2,53,Wanowrie
Super built-up  Area,1,1,IBityin,668,1,1,36.85,Warje
Plot  Area,1,5,0,3000,6,3,1000,Yerawada
Super built-up  Area,1,2,0,1089,2,1,43.55,Ambegaon Budruk
Super built-up  Area,1,3,R ra  R,1800,3,3,90,Anandnagar
Super built-up  Area,1,1,0,960,2,1,18,Aundh
Super built-up  Area,1,2,Pyikad ,1036,2,3,39.35,Aundh Road
Super built-up  Area,1,3,PueraRi,1583,3,3,105,Balaji Nagar
Built-up  Area,1,4,0,3300,4,0,150,Baner
Super built-up  Area,1,2,Bhise P,1100,2,2,65,Baner road
Plot  Area,1,1,0,800,1,1,100,Bhandarkar Road
Super built-up  Area,1,2,Prlla C,1246,2,1,65,Bhavani Peth
Super built-up  Area,1,2,SaisePa,850,2,3,28,Bibvewadi
Super built-up  Area,1,2,GrrvaGr,1196,2,2,51.51,Bopodi
Super built-up  Area,1,3,Soitya ,1697,3,2,114,Budhwar Peth
Built-up  Area,1,2,0,1000,2,0,64,Bund Garden Road
Super built-up  Area,1,3,0,1567,3,3,90,Camp
Plot  Area,0,2,0,1200,1,1,36,Chandan Nagar
Plot  Area,1,4,Co IIla,3750,6,3,290,Dapodi
Super built-up  Area,1,2,0,950,2,2,45,Deccan Gymkhana
Super built-up  Area,1,2,Vidil D,1022,2,2,52,Dehu Road
Super built-up  Area,1,2,PaigeMa,1018,2,0,23.45,Dhankawadi
Plot  Area,1,4,0,2000,3,2,25,Dhayari Phata
Super built-up  Area,1,2,FoapeWa,1322,2,2,68,Dhole Patil Road
Plot  Area,1,4,AreraRe,1800,4,2,145,Erandwane
Super built-up  Area,1,3,0,1460,2,2,58.39,Fatima Nagar
Super built-up  Area,0,2,0,990,2,1,44.55,Fergusson College Road
Built-up  Area,1,3,Sancybr,2400,3,1,260,Ganesh Peth
Super built-up  Area,1,3,Lallere,1635,2,2,85,Ganeshkhind
Super built-up  Area,1,4,PhestOn,3526,4,1,558,Ghorpade Peth
Built-up  Area,1,4,0,3400,3,1,210,Ghorpadi
Built-up  Area,1,3,PeBayle,2770,3,1,460,Gokhale Nagar
Super built-up  Area,1,3,ArnzaFi,1533,3,2,85,Guruwar peth
Super built-up  Area,1,3,Hiows C,1720,3,1,134,Hadapsar
Super built-up  Area,1,3,0,2000,3,1,200,Hadapsar Industrial Estate
Super built-up  Area,0,2,Aroomba,1185,2,2,75.84,Hingne Khurd
Super built-up  Area,0,2,0,900,2,1,27,Jangali Maharaj Road
Super built-up  Area,1,2,Brods W,1031,2,1,56.35,Karve Nagar
Plot  Area,1,6,0,2400,8,2,650,Karve Road
Super built-up  Area,1,4,G conTh,2650,4,2,240,Kasba Peth
Plot  Area,1,5,0,2400,5,1,415,Katraj
Super built-up  Area,1,3,SLnssPr,1330,2,2,46.55,Khadaki
Super built-up  Area,1,2,Exitym ,1259,2,2,57,Khadki
Built-up  Area,1,3,GRvanun,1570,3,2,88,Kharadi
Built-up  Area,1,3,Prityel,1075,2,1,36,Kondhwa
Super built-up  Area,0,2,Prtates,1216,2,1,79,Kondhwa Budruk
Super built-up  Area,1,3,Srisei ,1428,2,2,66,Kondhwa Khurd
Super built-up  Area,1,2,0,1160,2,2,40.59,Koregaon Park
Super built-up  Area,1,3,SastyDy,1475,3,2,70,Law College Road
Super built-up  Area,1,3,0,1754,3,2,135,Laxmi Road
Super built-up  Area,0,3,0,1639,3,1,83,Lulla Nagar
Super built-up  Area,0,3,Puachal,1804,3,2,102,Mahatma Gandhi Road
Plot  Area,0,3,0,1200,3,2,56.2,Mangalwar peth
Built-up  Area,1,2,0,1135,2,3,55,Manik Bagh
Super built-up  Area,1,2,Dhalsh ,1260,2,2,46.62,Market yard
Built-up  Area,1,3,Asadacy,2160,3,2,160,Mukund Nagar
Super built-up  Area,1,2,0,1220,2,2,59.5,Nagar Road
Plot  Area,1,2,0,1200,2,0,67,Nana Peth
Super built-up  Area,1,2,Chara N,1300,2,3,65,Narayan Peth
Super built-up  Area,1,1,EGdiaAr,605,1,1,29,Narayangaon
Super built-up  Area,0,2,Rosha I,1444,2,1,75.97,Padmavati
Built-up  Area,1,2,0,924,2,1,45,Parvati Darshan
Super built-up  Area,0,2,0,1000,2,1,30,Pashan
Plot  Area,1,3,0,1200,3,3,225,Pirangut
Super built-up  Area,1,2,Prityel,845,2,1,29,Prabhat Road
Super built-up  Area,0,2,PrarePa,700,2,1,35,Pune Railway Station
Super built-up  Area,1,2,0,1187,2,2,58,Rasta Peth
Super built-up  Area,1,3,Saconp ,1625,3,2,55,Raviwar Peth
Plot  Area,1,2,0,1200,2,2,83,Sadashiv Peth
Super built-up  Area,1,2,ElaleSp,1452.55,2,3,110,Sahakar Nagar
Built-up  Area,1,3,0,2357,3,2,151,Salunke Vihar
Super built-up  Area,1,2,0,1200,2,1,49.5,Sasson Road
Super built-up  Area,1,2,PrityTr,1139,2,2,56.85,Satara Road
Built-up  Area,1,1,0,600,1,0,97.5,Senapati Bapat Road
Super built-up  Area,1,3,PuandHi,1660,3,3,75,Shaniwar Peth
Super built-up  Area,1,2,Rakulai,1170,2,3,105,Shivaji Nagar
Super built-up  Area,1,2,Srhts P,1448,2,2,68,Shukrawar Peth
Super built-up  Area,0,3,Alestrb,1762,3,3,110,Sinhagad Road
Super built-up  Area,1,2,SLireap,1105,2,1,38.65,Somwar Peth
Super built-up  Area,0,3,Miitat ,1825,3,1,105,Swargate
Super built-up  Area,1,2,MenueNo,1185,2,2,43,Vadgaon Budruk
Built-up  Area,0,3,Sryalan,1320,2,1,38.12,Wadgaon Sheri
Super built-up  Area,1,2,Suelsa ,1058,2,1,48,Viman Nagar
Super built-up  Area,1,2,0,1220,2,2,60,Vishrant Wadi
Super built-up  Area,0,2,0,925,2,1,25,Wagholi
Super built-up  Area,0,2,Brglede,1200,2,1,72,Wakadewadi
Super built-up  Area,1,3,0,1160,2,2,40.6,Wanowrie
Super built-up  Area,0,3,0,1411,3,2,91.72,Yerawada
Super built-up  Area,1,3,SNity S,1550,3,2,78,Alandi Road
Super built-up  Area,1,4,0,3250,4,3,230,Ambegaon Budruk
Super built-up  Area,1,3,NDionas,2475,4,0,130,Anandnagar
Super built-up  Area,0,4,Puarero,2503,4,0,188,Aundh Road
Super built-up  Area,1,4,Prionad,2524,5,2,190,Balaji Nagar
Super built-up  Area,1,2,0,1063,2,2,42,Baner
Super built-up  Area,1,2,0,1077,2,1,37.7,Baner road
Super built-up  Area,1,2,0,1200,3,2,44,Bhandarkar Road
Built-up  Area,1,4,0,1500,3,2,70,Bhavani Peth
Super built-up  Area,1,2,Vaniai ,1045,2,2,76.77,Bibvewadi
Super built-up  Area,1,3,SPavenc,1290,2,3,45.15,Bopodi
Super built-up  Area,1,2,SMaxyay,1400,2,1,78,Budhwar Peth
Built-up  Area,1,3,0,1600,3,2,58.14,Bund Garden Road
Super built-up  Area,1,3,0,3095,3,3,375,Camp
Super built-up  Area,1,3,0,1545,2,1,58,Chandan Nagar
Super built-up  Area,1,3,Mades G,1680,3,1,112,Dapodi
Built-up  Area,1,2,0,1350,2,1,67.5,Deccan Gymkhana
Super built-up  Area,1,2,0,950,2,1,38,Dehu Road
Super built-up  Area,1,2,0,1050,2,2,45,Dhankawadi
Super built-up  Area,1,3,0,1305,2,2,49,Dhayari Phata
Built-up  Area,0,5,0,2700,7,2,125,Erandwane
Plot  Area,1,3,0,1100,3,1,78,Fatima Nagar
Built-up  Area,1,6,0,3500,5,0,160,Fergusson College Road
Super built-up  Area,0,3,Pruthg ,1634,3,1,83.33,Ganesh Peth
Super built-up  Area,1,2,Prlmsge,1352,2,2,85,Ganeshkhind
Super built-up  Area,0,2,HiqueMa,1145,2,2,65,Ghorpade Peth
Super built-up  Area,0,2,0,1240,2,0,43.79,Ghorpadi
Super built-up  Area,1,3,BriumMi,2200,3,2,190,Gokhale Nagar
Super built-up  Area,0,2,0,1020,2,1,39,Gultekdi
Super built-up  Area,1,4,0,3600,4,0,365,Guruwar peth
Super built-up  Area,0,2,Prllsan,1168,2,1,61,Hadapsar
Super built-up  Area,0,2,SNbay G,1205,2,1,75,Hadapsar Industrial Estate
Super built-up  Area,1,2,Vatra N,1195,2,2,100,Hingne Khurd
Built-up  Area,1,2,0,1028,2,1,49,Jangali Maharaj Road
Super built-up  Area,1,2,0,1175,2,2,48.27,Kalyani Nagar
Super built-up  Area,1,3,Saent A,1550,2,2,90,Karve Nagar
Super built-up  Area,1,3,0,1826,3,2,165,Karve Road
Plot  Area,1,5,0,2400,5,2,160,Kasba Peth
Super built-up  Area,1,3,Niareum,1603,3,2,96,Katraj
Built-up  Area,1,3,0,1350,3,1,72,Khadaki
Built-up  Area,1,1,0,714,1,1,28,Khadki
Super built-up  Area,0,2,0,1215,2,3,65,Kharadi
Built-up  Area,1,3,MancyRe,1405,2,2,77,Kondhwa
Super built-up  Area,1,2,MCvarar,1142,2,1,51,Kondhwa Budruk
Built-up  Area,1,4,0,4000,4,3,170,Kondhwa Khurd
Super built-up  Area,1,3,Brony H,1870,3,2,90,Koregaon Park
Super built-up  Area,1,2,Chllsev,1313,2,2,73,Kothrud
Built-up  Area,1,3,PlhtsHe,1945,3,3,120,Law College Road
Super built-up  Area,0,3,Bhmesy ,1573,3,2,95,Laxmi Road
Super built-up  Area,1,2,Mades G,1255,2,1,92,Lulla Nagar
Super built-up  Area,1,4,0,1400,3,2,91.15,Mahatma Gandhi Road
Super built-up  Area,0,2,0,1235,2,2,43.63,Mangalwar peth
Super built-up  Area,1,3,Shthi S,1380,2,1,52,Manik Bagh
Super built-up  Area,1,2,0,1238,2,1,67,Model colony
Super built-up  Area,0,3,0,1465,2,3,74.72,Mukund Nagar
Super built-up  Area,1,2,0,1418,2,2,103,Mundhawa
Super built-up  Area,1,3,0,1650,3,1,165,Nagar Road
Super built-up  Area,1,2,Sagnage,1279,2,2,48,Narayan Peth
Built-up  Area,1,3,0,1870,3,1,200,Narayangaon
Plot  Area,1,4,0,1500,5,1,230,Navi Peth
Super built-up  Area,0,3,SNontle,2526,2,2,250,Padmavati
Plot  Area,1,3,0,1550,2,1,150,Parvati Darshan
Super built-up  Area,0,3,DSera S,1845,2,1,68.27,Paud Road
Super built-up  Area,1,3,Puodse ,1360,2,1,59.27,Pirangut
Built-up  Area,1,3,0,1150,2,1,75,Prabhat Road
Super built-up  Area,1,2,Sancya ,1260,2,2,49.5,Pune Railway Station
Plot  Area,1,3,0,1200,3,1,74,Rasta Peth
Built-up  Area,1,2,Tavenew,965,2,1,42.5,Raviwar Peth
Built-up  Area,1,3,Adion M,1350,2,3,48,Sadashiv Peth
Super built-up  Area,0,2,Rosha I,1447,2,1,75.97,Sahakar Nagar
Super built-up  Area,1,3,0,1229,3,1,86.03,Salunke Vihar
Super built-up  Area,1,2,0,1027,2,2,43,Sasson Road
Super built-up  Area,1,2,M denGa,1153,2,1,48.5,Satara Road
Super built-up  Area,1,2,A idse ,1065,2,2,50,Shaniwar Peth
Built-up  Area,1,2,Skarkev,1030,2,3,61,Shivaji Nagar
Super built-up  Area,1,2,0,1340,2,2,61,Shukrawar Peth
Super built-up  Area,1,4,PueraRi,4000,5,0,212,Sinhagad Road
Built-up  Area,1,1,0,600,1,0,32,Somwar Peth
Super built-up  Area,1,3,Dhalsh ,1410,2,3,44.42,Swargate
Super built-up  Area,0,2,Myple M,1055,2,2,45.35,Tilak Road
Super built-up  Area,0,2,Prensya,1304,2,1,79,Uruli Devachi
Super built-up  Area,0,4,0,2720,4,1,485,Vadgaon Budruk
Built-up  Area,1,2,Puitea ,990,2,1,31.5,Wadgaon Sheri
Super built-up  Area,1,2,0,1035,2,1,39.33,Viman Nagar
Super built-up  Area,1,2,0,1120,2,2,43,Wagholi
Super built-up  Area,1,2,NDionas,1300,2,2,73,Wakadewadi
Super built-up  Area,0,2,Sapus S,1239,2,1,82,Wanowrie
Super built-up  Area,0,3,Daivon ,1403,3,3,51.63,Warje
Super built-up  Area,1,2,Sosisic,1365,2,1,92,Yerawada
Super built-up  Area,1,2,Sid 2ss,1165,2,1,135,Alandi Road
Super built-up  Area,1,3,0,1130,2,3,45.19,Ambegaon Budruk
Super built-up  Area,1,3,Solia D,1776.42,3,2,105,Anandnagar
Super built-up  Area,1,2,0,1194,2,2,47,Aundh Road
Super built-up  Area,1,2,Etuney ,1107,2,2,33,Balaji Nagar
Super built-up  Area,1,3,0,2319,3,2,180,Baner
Super built-up  Area,1,3,DNtonri,1520,3,3,80,Baner road
Super built-up  Area,0,3,Sonue A,1536,3,1,89,Bhandarkar Road
Built-up  Area,1,4,0,3000,4,2,240,Bhavani Peth
Super built-up  Area,1,2,Viiniai,1050,2,1,38,Bibvewadi
Super built-up  Area,0,3,GoAirej,1850,3,2,146,Bopodi
Super built-up  Area,1,2,Diisein,1112,2,2,62,Budhwar Peth
Super built-up  Area,1,3,0,1535,3,2,72.5,Bund Garden Road
Built-up  Area,1,2,0,1050,2,1,35,Camp
Plot  Area,1,4,0,2400,3,2,370,Chandan Nagar
Super built-up  Area,1,3,JDensar,1250,3,2,65,Dapodi
Super built-up  Area,1,2,CSvelMa,1187,2,3,52,Deccan Gymkhana
Built-up  Area,1,2,0,1164,2,1,56,Dehu Road
Super built-up  Area,0,3,SNbay G,1395,2,1,62.78,Dhankawadi
Super built-up  Area,0,3,RRnumn ,2072,3,2,108,Dhayari Phata
Super built-up  Area,1,3,JRrnauv,1450,3,3,60.91,Dhole Patil Road
Super built-up  Area,1,3,SNity S,1550,3,2,82,Erandwane
Super built-up  Area,1,2,0,1315,2,2,90,Fatima Nagar
Super built-up  Area,0,4,SNontle,3067,4,3,230,Fergusson College Road
Super built-up  Area,1,2,Saeur G,1210,2,2,72,Ganesh Peth
Super built-up  Area,1,3,Prityel,1075,2,1,47,Ganeshkhind
Super built-up  Area,0,3,0,1215,3,1,42.2,Ghorpadi
Built-up  Area,1,3,Prmesad,1470,2,2,75,Gokhale Nagar
Built-up  Area,1,3,Saageat,1590,2,2,125,Guruwar peth
